language_name,Nederlands
Places_Route 13,Route 13
Places_Route 14,Route 14
Places_Route 15,Route 15
Places_Route 16,Route 16
Places_Route 17,Route 17
Places_Route 18,Route 18
Places_Route 19,Route 19
Places_Route 20,Route 20
Places_Route 21,Route 21
Places_Route 22,Route 22
Places_Route 23,Route 23
Places_Route 24,Route 24
Places_Route 25,Route 25
Places_Route 26,Route 26
Places_Route 27,Route 27
Places_Route 28,Route 28
Places_Route 29,Route 29
Places_Route 30,Route 30
Places_Route 31,Route 31
Places_Route 32,Route 32
Places_Route 33,Route 33
Places_Route 34,Route 34
Places_Route 35,Route 35
Places_Route 36,Route 36
Places_Route 37,Route 37
Places_Route 38,Route 38
Places_Route 39,Route 39
Places_Route 40,Route 40
Places_Route 41,Route 41
Places_Route 42,Route 42
Places_Route 43,Route 43
Places_Route 44,Route 44
Places_Route 45,Route 45
Places_Route 46,Route 46
Places_Route 47,Route 47
Places_Route 48,Route 48
Places_Route 49,Route 49
Places_Route 50,Route 50

Places_Treasure Beach,Schatkiststrand
Places_Kindle Road,Ontstekingsweg
Places_Cape Brink,Kaapse Brink
Places_Three Isle Port,Haven van Drie-eiland
Places_Bond Bridge,Verbondbrug
Places_Five Isle Meadow,Weiland van Vijf-eiland
Places_Memorial Pillar,Gedenkzuil
Places_Water Labyrinth,Waterdoolhof
Places_Resort Gorgeous,Schoonheidsparadijs
Places_Water Path,Waterpad
Places_Green Path,Groenpad
Places_Outcast Island,Verstotelingeneiland
Places_Ruin Valley,Ruïnevallei
Places_Canyon Entrance,Ravijningang
Places_Sevault Canyon,Sevault Ravijn
Places_Tanoby Ruins,Tanoby Ruïnes
Places_Safari Zone Gate,Hek van Safari-zone
Places_S.S. Aqua,Stoomboot Aqua
Places_Elite 4,Elite 4
Places_Indigo Plateau,Indigo-Toernooi
Places_Twirl Forest,Ronddraaibos
Places_Berry Vista,Bessenuitzicht
Places_Battle Frontier,Gevechtfrontier
Places_Battle Tower,Gevechttoren
Places_Battle Factory,Gevechtsfabriek
Places_Rocket Warehouse,Team Rocket Warenhuis
Places_Secret Laboratory,Geheim Laboratorium

---
Item categories:
item_category_Standard,Standaard
item_category_Medicine,Medicijnen
item_category_Machines,TM/HM
item_category_Pokéballs,PokéBallen
item_category_Plants,Planten
item_category_KeyItems,Belangrijk
item_category_BattleItems,Voor Gevecht
item_category_Mail,Brievenpost
---
Item names:
Balls:
item_name_1,MeesterBal
item_name_2,UltraBal
item_name_3,PremierBal
item_name_4,BeterBal
item_name_5,PokéBal
item_name_45,KoesterBal
item_name_79,DuikBal
item_name_80,NetBal
item_name_129,VlugBal
item_name_150,TimerBal
item_name_157,GewichtsBal
item_name_158,SchemerBal
item_name_159,NiveauBal
item_name_160,LokaasBal
item_name_161,SnelBal
item_name_164,VriendBal
item_name_165,MaanBal
item_name_166,LiefdesBal
item_name_168,HerhaalBal
item_name_174,LuxeBal
item_name_177,SportBal
item_name_181,SafariBal
item_name_186,GeneesBal
item_name_188,NestBal

Key Items:
item_name_6,Fiets
item_name_41,Stoomboot-~kaartje
item_name_54,Muntenkist
item_name_55,Detector
item_name_56,Kristal-~vleugel
item_name_58,Oude Hengel
item_name_59,Goede Hengel
item_name_61,Super Hengel
item_name_66,Rode Schub
item_name_67,Geheim Drankje
item_name_69,Mysterieus Ei
item_name_71,Zilver-~vleugel
item_name_78,Renschoenen
item_name_115,GS-Bal
item_name_116,Blauwe Kaart
item_name_127,Kaartsleutel
item_name_128,Machine-~onderdeel
item_name_130,Verloren~Voorwerp
item_name_133,Keldersleutel
item_name_134,Pas
item_name_175,Waterspuit-~fles
item_name_178,Regenboog~vleugel
item_name_241,Ovale Bedel
item_name_242,Glimmende~Bedel
item_name_265,Tri-Pas
item_name_284,Regenboogpas
item_name_285,Oude Zeekaart
item_name_286,Oeroude~scherf
item_name_292,Lege Zeekaart
item_name_592,Vrijheid~Zeekaart
item_name_576,Mega-armband
item_name_651,Lichtsteen
item_name_652,Duistersteen
item_name_653,Zwart Auguriet

Technical Machines:
item_name_191,TM 01
item_name_192,TM 02
item_name_193,TM 03
item_name_194,TM 04
item_name_195,TM 05
item_name_196,TM 06
item_name_197,TM 07
item_name_198,TM 08
item_name_199,TM 09
item_name_200,TM 10
item_name_201,TM 11
item_name_202,TM 12
item_name_203,TM 13
item_name_204,TM 14
item_name_205,TM 15
item_name_206,TM 16
item_name_207,TM 17
item_name_208,TM 18
item_name_209,TM 19
item_name_210,TM 20
item_name_211,TM 21
item_name_212,TM 22
item_name_213,TM 23
item_name_214,TM 24
item_name_215,TM 25
item_name_216,TM 26
item_name_217,TM 27
item_name_218,TM 28
item_name_219,TM 29
item_name_220,TM 30
item_name_221,TM 31
item_name_222,TM 32
item_name_223,TM 33
item_name_224,TM 34
item_name_225,TM 35
item_name_226,TM 36
item_name_227,TM 37
item_name_228,TM 38
item_name_229,TM 39
item_name_230,TM 40
item_name_231,TM 41
item_name_232,TM 42
item_name_233,TM 43
item_name_234,TM 44
item_name_235,TM 45
item_name_236,TM 46
item_name_237,TM 47
item_name_238,TM 48
item_name_239,TM 49
item_name_240,TM 50
item_name_351,TM 51
item_name_352,TM 52
item_name_353,TM 53
item_name_354,TM 54
item_name_355,TM 55
item_name_356,TM 56
item_name_357,TM 57
item_name_358,TM 58
item_name_359,TM 59
item_name_360,TM 60
item_name_361,TM 61
item_name_362,TM 62
item_name_363,TM 63
item_name_364,TM 64
item_name_365,TM 65
item_name_366,TM 66
item_name_367,TM 67
item_name_368,TM 68
item_name_369,TM 69
item_name_370,TM 70
item_name_371,TM 71
item_name_372,TM 72
item_name_373,TM 73
item_name_374,TM 74
item_name_375,TM 75
item_name_376,TM 76
item_name_377,TM 77
item_name_378,TM 78
item_name_379,TM 79
item_name_380,TM 80
item_name_381,TM 81
item_name_382,TM 82
item_name_383,TM 83
item_name_384,TM 84
item_name_385,TM 85
item_name_386,TM 86
item_name_387,TM 87
item_name_388,TM 88
item_name_389,TM 89
item_name_390,TM 90
item_name_391,TM 91
item_name_392,TM 92
item_name_393,TM 93
item_name_394,TM 94
item_name_395,TM 95
item_name_396,TM 96
item_name_397,TM 97
item_name_398,TM 98
item_name_399,TM 99
item_name_400,TM 100
item_name_401,TM 101
item_name_402,TM 102
item_name_403,TM 103
item_name_404,TM 104
item_name_405,TM 105
item_name_406,TM 106
item_name_407,TM 107
item_name_408,TM 108
item_name_409,TM 109
item_name_410,TM 110
item_name_411,TM 111
item_name_412,TM 112
item_name_413,TM 113
item_name_414,TM 114
item_name_415,TM 115
item_name_416,TM 116
item_name_417,TM 117
item_name_418,TM 118
item_name_419,TM 119
item_name_420,TM 120
item_name_421,TM 121
item_name_422,TM 122
item_name_423,TM 123
item_name_424,TM 124
item_name_425,TM 125
item_name_426,TM 126
item_name_427,TM 127
item_name_428,TM 128
item_name_429,TM 129
item_name_430,TM 130
item_name_431,TM 131
item_name_432,TM 132
item_name_433,TM 133
item_name_434,TM 134
item_name_435,TM 135
item_name_436,TM 136
item_name_437,TM 137
item_name_438,TM 138
item_name_439,TM 139
item_name_440,TM 140
item_name_441,TM 141
item_name_442,TM 142
item_name_443,TM 143
item_name_444,TM 144
item_name_445,TM 145
item_name_446,TM 146
item_name_447,TM 147
item_name_448,TM 148
item_name_449,TM 149
item_name_450,TM 150
item_name_451,TM 151
item_name_452,TM 152
item_name_453,TM 153
item_name_454,TM 154
item_name_455,TM 155
item_name_456,TM 156
item_name_457,TM 157
item_name_458,TM 158
item_name_459,TM 159
item_name_460,TM 160
item_name_461,TM 161
item_name_462,TM 162
item_name_463,TM 163
item_name_464,TM 164
item_name_465,TM 165
item_name_466,TM 166
item_name_467,TM 167
item_name_468,TM 168
item_name_469,TM 169
item_name_470,TM 170
item_name_471,TM 171
item_name_472,TM 172
item_name_473,TM 173
item_name_474,TM 174
item_name_475,TM 175
item_name_476,TM 176
item_name_477,TM 177
item_name_478,TM 178
item_name_479,TM 179
item_name_480,TM 180
item_name_481,TM 181

Hidden Machines:
item_name_247,HM 01
item_name_244,HM 02
item_name_245,HM 03
item_name_246,HM 04
item_name_243,HM 05
item_name_248,HM 06
item_name_249,HM 07
item_name_250,HM 08
item_name_251,HM 09
item_name_252,HM 10

Medicine:
item_name_7,Lavakoekje
item_name_9,Tegengif
item_name_10,Brand-~medicijn
item_name_11,Vries-~medicijn
item_name_12,Ontwaker
item_name_13,Verlam-~medicijn
item_name_14,Volledig~Herstel
item_name_15,Max-Drankje
item_name_16,Hyper-Drankje
item_name_17,Super-Drankje
item_name_18,Drankje
item_name_21,Max-Elixer
item_name_32,Zeldzaam~Snoepje
item_name_38,Multi-~medicijn
item_name_39,Opwekker
item_name_40,Max-Opwekker
item_name_46,Vers Water
item_name_47,Frisdrank
item_name_48,Limonade
item_name_62,KP-Plus
item_name_63,Ether
item_name_64,Max-Ether
item_name_65,Elixer
item_name_72,Moo Moo Melk
item_name_114,Woede-~Energiereep
item_name_121,Energiepoeder
item_name_122,Energiewortel
item_name_123,Geneespoeder
item_name_124,Opwekkings-~kruiden
item_name_139,Bessensap
item_name_152,Pewter~Krokantjes
item_name_156,Heilige As
item_name_266,Fanta
item_name_502,KP-Max

Berries:
item_name_2000,Cheri
item_name_2001,Chesto
item_name_2002,Pecha
item_name_2003,Rawst
item_name_2004,Aspear
item_name_2005,Leppa
item_name_2006,Oran
item_name_2007,Persim
item_name_2008,Lum
item_name_2009,Sitrus
item_name_2010,Figy
item_name_2011,Wiki
item_name_2012,Mago
item_name_2013,Aguav
item_name_2014,Iapapa
item_name_2015,Razz
item_name_2016,Bluk
item_name_2017,Nanab
item_name_2018,Wepear
item_name_2019,Pinap
item_name_2020,Pomeg
item_name_2021,Kelpsy
item_name_2022,Qualot
item_name_2023,Hondew
item_name_2024,Grepa
item_name_2025,Tamato
item_name_2026,Cornn
item_name_2027,Magost
item_name_2028,Rabuta
item_name_2029,Nomel
item_name_2030,Spelon
item_name_2031,Pamtre
item_name_2032,Watmel
item_name_2033,Durin
item_name_2034,Belue
item_name_2035,Occa
item_name_2036,Passho
item_name_2037,Wacan
item_name_2038,Rindo
item_name_2039,Yache
item_name_2040,Chople
item_name_2041,Kebia
item_name_2042,Shuca
item_name_2043,Coba
item_name_2044,Payapa
item_name_2045,Tanga
item_name_2046,Charti
item_name_2047,Kasib
item_name_2048,Haban
item_name_2049,Colbur
item_name_2050,Babiri
item_name_2051,Chilan
item_name_2052,Liechi
item_name_2053,Ganlon
item_name_2054,Salac
item_name_2055,Petaya
item_name_2056,Apicot
item_name_2057,Lansat
item_name_2058,Starf
item_name_2059,Enigma
item_name_2060,Micle
item_name_2061,Custap
item_name_2062,Jaboca
item_name_2063,Rowap
item_name_2064,Roseli
item_name_2065,Kee
item_name_2066,Maranga

Stones:
item_name_8,Maansteen
item_name_22,Vuursteen
item_name_23,Dondersteen
item_name_24,Watersteen
item_name_34,Bladsteen
item_name_112,Eeuwigsteen
item_name_169,Zonnesteen
item_name_262,Plakkerige~Rots
item_name_593,Ijssteen
item_name_135,Glimmende~steen
item_name_136,Schemersteen
item_name_137,Dageraad-~steen

Standard:
item_name_19,Ontsnappings-~Touw
item_name_30,Geluksklap
item_name_35,Metaalpoeder
item_name_36,Goudklompje
item_name_37,Poké-Pop
item_name_57,Ervarings-~deler
item_name_60,Zilverblad
item_name_70,Plakkerige~Weerhaak
item_name_73,Snelle Klauw
item_name_74,Vergrootglas
item_name_75,Goudblad
item_name_76,Zacht zand
item_name_77,Scherpe Bek
item_name_81,Gifweerhaak
item_name_82,Koningsteen
item_name_83,Prisma-schub
item_name_84,Doodskleed
item_name_88,Zilverpoeder
item_name_90,Zijden Sjaal
item_name_91,Amuletmunt
item_name_94,Reinigings-~Label
item_name_95,Mystiek Water
item_name_96,Verbogen Lepel
item_name_98,Zwarte Band
item_name_100,Magmariseerder
item_name_102,Zwarte Bril
item_name_103,Slowpoke-~staart
item_name_104,Roze Strik
item_name_105,Stok
item_name_106,Rookbal
item_name_107,Smeltnooit Ijs
item_name_108,Magneet
item_name_109,Zeldzaam Bot
item_name_110,Parel
item_name_111,Grote Parel
item_name_113,Spreuk-Lebel
item_name_117,Mirakel Zaadje
item_name_118,Dikke Knots
item_name_119,Focusband
item_name_120,Elektriseerder
item_name_125,Harde Steen
item_name_126,Geluksei
item_name_131,Sterrenstof
item_name_132,Stuk Ster
item_name_138,Houtskool
item_name_140,Kijkglas
item_name_141,Beschermer
item_name_142,Trage Staart
item_name_143,Metalen Laag
item_name_144,Drakentand
item_name_145,Golfwierrook
item_name_146,Kliekjes
item_name_147,Witte Fluit
item_name_148,Kalmeerbel
item_name_149,Komeetscherf
item_name_151,Drakenschaal
item_name_153,Balsem~paddenstoel
item_name_154,Schuilschelp
item_name_155,Snelheids-~poeder
item_name_162,Diepzeeschub
item_name_163,Lichtbal
item_name_167,Diepzeetand
item_name_170,Berserk-Gen
item_name_171,Groothoeklens
item_name_172,Upgrade
item_name_173,Parelsnoer
item_name_176,Gripklauw
item_name_179,Ovale Steen
item_name_180,Stuk Baksteen
item_name_182,Zwarte Slib
item_name_183,Scheermestand
item_name_184,Scheermesklauw
item_name_185,Dubieuze~Schijf
item_name_187,Vaardigheids-~capsule
item_name_189,Groot~Goudklompje
item_name_190,Hartschub
item_name_263,Vreemde~Wierrook
item_name_264,Zeelucht-~wierrook
item_name_287,Rozenwierrook
item_name_288,Volledige~Wierrook
item_name_289,Ontspannings-~wierrook
item_name_290,Gelukswierrook
item_name_291,Pure Wierrook
item_name_293,Vochtrots
item_name_294,Hitterots
item_name_295,Gladde Rots
item_name_296,Ijzige Rots
item_name_297,Lichte Klei
item_name_298,Evioliet
item_name_299,Rotswierrook
item_name_503,Zakje
item_name_504,Geklopte Droom
item_name_505,Gifbol
item_name_506,Levensbol
item_name_577,Vlammenbol
item_name_578,Keuzeband
item_name_579,Keuzesjaal
item_name_580,Keuzebril
item_name_581,Macho-armband
item_name_582,Krachtgewicht
item_name_583,Krachtbeugel
item_name_584,Krachtriem
item_name_585,Krachtlens
item_name_586,Krachtband
item_name_587,Kracht-~enkelband
item_name_591,Expertband
item_name_594,Sneeuwbal
item_name_595,Batterijcel
item_name_596,Electrisch~Zaadje
item_name_597,Grassig Zaadje
item_name_598,Mistig Zaadje
item_name_599,Psychisch~Zaadje
item_name_600,Terrein-~uitbreider
item_name_648,Poké-Speelgoed
item_name_649,Pluizige~Staart
item_name_650,Fel Poeder
item_name_654,Turfblok
item_name_1996,Brandschijf
item_name_1997,Kalmteschijf
item_name_1998,Blusschijf
item_name_1999,Shokschijf

Fossils:
item_name_601,Schroeffossiel
item_name_602,Koepelfossiel
item_name_603,Oude Amber
item_name_604,Wortelfossiel
item_name_605,Klauwfossiel
item_name_606,Schedelfossiel
item_name_607,Pantserfossiel
item_name_608,Schuilfossiel
item_name_609,Pluimfossiel
item_name_610,Kaakfossiel
item_name_611,Zeilfossiel

Repels:
item_name_20,Afweer
item_name_42,Superafweer
item_name_43,Maximale~afweer

Vitamins:
item_name_25,Zink
item_name_26,IP-Plus
item_name_27,Proteïne
item_name_28,Ijzer
item_name_29,Koolhydraten
item_name_31,Calcium

XItems:
item_name_33,X-~Nauwkeurigheid
item_name_44,Harde Treffer
item_name_49,X-Aanval
item_name_50,X-Sp. Verdediging
item_name_51,X-Verdediging
item_name_52,X-Snelheid
item_name_53,X-Sp. Aanval
item_name_68,Blokkeerder

Apricorns:
item_name_85,Rode Apricorn
item_name_89,Blauwe~Apricorn
item_name_92,Gele Apricorn
item_name_93,Groene~Apricorn
item_name_97,Witte Apricorn
item_name_99,Zwarte~Apricorn
item_name_101,Roze Apricorn

Plants:
item_name_86,Kleine~Paddenstoel
item_name_87,Grote~Paddenstoel
item_name_253,Honing

Wings:
item_name_254,Gezondheid-~vleugel
item_name_255,Gespierdheid-~vleugel
item_name_256,Weerstand-~vleugel
item_name_257,Genialiteit-~vleugel
item_name_258,Handigheid-~vleugel
item_name_259,Vlugheid-~vleugel
item_name_260,Schoonheid-~vleugel
item_name_261,Plakkigheid-~vleugel

Plates:
item_name_267,Drakenplaat
item_name_268,Vreesplaat
item_name_269,Aardeplaat
item_name_270,Vuistplaat
item_name_271,Vlammenplaat
item_name_272,Ijspegelplaat
item_name_273,Insectenplaat
item_name_274,Ijzerplaat
item_name_275,Weideplaat
item_name_276,Geestplaat
item_name_277,Elfjesplaat
item_name_278,Luchtplaat
item_name_279,Plonsplaat
item_name_280,Spokenplaat
item_name_281,Steenplaat
item_name_282,Gifplaat
item_name_283,Schokplaat

Mail:
item_name_300,Grasbrief
item_name_301,Kralenbrief
item_name_302,Droombrief
item_name_303,Prachtbrief
item_name_304,Glitterbrief
item_name_305,Havenbrief
item_name_306,Mechaniekbrief
item_name_307,Oranjebrief
item_name_308,Retrobrief
item_name_309,Schaduwbrief
item_name_310,Tropenbrief
item_name_311,Golfbrief
item_name_312,Houtbrief
item_name_313,Luchtbrief
item_name_314,Bloeibrief
item_name_315,Baksteenbrief
item_name_316,Bubbelbrief
item_name_317,Vlammenbrief
item_name_318,Hartenbrief
item_name_319,Mozaïekbrief
item_name_320,Sneeuwbrief
item_name_321,Ruimtebrief
item_name_322,Staalbrief
item_name_323,Tunnelbrief
item_name_324,Hoogspannings~Brugbrief
item_name_325,Ophaal~Brugbrief
item_name_326,Torenhoge~Brugbrief
item_name_327,Klassieke~Brugbrief
item_name_328,Majesteuze~Brugbrief
item_name_329,Favorietbrief
item_name_330,Dankbrief
item_name_331,Inlichting~brief
item_name_332,Groetbrief
item_name_333,Verzoekbrief
item_name_334,Waardeerbrief
item_name_335,Antwoordbrief
item_name_336,Kolben-brief

Mega Stones:
item_name_507,Abomasiet
item_name_508,Absoliet
item_name_509,Aerodactyliet
item_name_510,Aggroniet
item_name_511,Alakaziet
item_name_512,Ampharosiet
item_name_513,Banettiet
item_name_514,Blastoisiniet
item_name_515,Blazikeniet
item_name_516,Charizardiet X
item_name_517,Charizardiet Y
item_name_518,Garchompiet
item_name_519,Gardevoiriet
item_name_520,Gengariet
item_name_521,Gyaradosiet
item_name_522,Heracroniet
item_name_523,Houndoominiet
item_name_524,Kangaskhaniet
item_name_525,Lucarioniet
item_name_526,Manectiet
item_name_527,Mawiliet
item_name_528,Medichamiet
item_name_529,Mewtwoniet X
item_name_530,Mewtwoniet Y
item_name_531,Pinsiriet
item_name_532,Scizoriet
item_name_533,Tyranitariet
item_name_534,Venusauriet
item_name_535,Altarianiet
item_name_536,Audiniet
item_name_537,Beedrilliet
item_name_538,Cameruptiet
item_name_539,Dianciet
item_name_540,Galladiet
item_name_541,Glalitiet
item_name_542,Latiasiet
item_name_543,Latiosiet
item_name_544,Lopunniet
item_name_545,Metagrossiet
item_name_546,Pidgeotiet
item_name_547,Sableniet
item_name_548,Salamenciet
item_name_549,Sceptiliet
item_name_550,Sharpedoniet
item_name_551,Slowbroniet
item_name_552,Steelixiet
item_name_553,Swampertiet

Gems:
item_name_630,Vuurjuweel
item_name_631,Waterjuweel
item_name_632,Electrisch~juweel
item_name_633,Grasjuweel
item_name_634,Ijsjuweel
item_name_635,Vechtjuweel
item_name_636,Gifjuweel
item_name_637,Grondjuweel
item_name_638,Vliegjuweel
item_name_639,Psychischjuweel
item_name_640,Insectjuweel
item_name_641,Rotsjuweel
item_name_642,Geestjuweel
item_name_643,Draakjuweel
item_name_644,Duisterjuweel
item_name_645,Staaljuweel
item_name_646,Normaaljuweel
item_name_647,Feejuweel

Memories:
item_name_660,Insect-~herinnering
item_name_661,Duister-~herinnering
item_name_662,Draak-~herinnering
item_name_663,Elektrisch-~herinnering
item_name_664,Feeherinnering
item_name_665,Vecht-~herinnering
item_name_666,Vuur-~herinnering
item_name_667,Vlieg-~herinnering
item_name_668,Geest-~herinnering
item_name_669,Gras-~herinnering
item_name_670,Grond-~herinnering
item_name_671,Ijsherinnering
item_name_672,Gifherinnering
item_name_673,Psychisch-~herinnering
item_name_674,Rots-~herinnering
item_name_675,Staal-~herinnering
item_name_676,Water-~herinnering

Item Use Text:
item_cannot_use,Het is nu niet het moment~om dat te gebruiken.
item_6_missingskin,Je kunt dit voorwerp niet~gebruiken zonder een fiets-~karakterafbeelding.*De naam van de karakter-~afbeelding moet dezelfde zijn~als degene die je nu gebruikt~maar dan met "_bike" aan~het eind.
item_6_only_custom_gamemodes,Dit voorwerp kan niet gebruikt~worden in deze SpelModus.

Key Items:
item_use_6,<player.name> stapte~van de fiets af.
item_use_54,Jouw Munten:~
-------------------
GameMessages:
game_message_screenshot,Schermafbeelding opgeslagen als
game_message_screenshot_failed,Kan schermafbeelding niet aanmaken
game_message_fullscreen_on,Volledig scherm aan
game_message_fullscreen_off,Volledig scherm uit
game_message_third_person_on,Weergave in derde persoon
game_message_third_person_off,Weergave in eerste persoon
game_message_free_camera_on,Vrije-camera-modus aan
game_message_free_camera_off,Vrije-camera-modus uit
game_message_audio_on,Geluid aan
game_message_audio_off,Geluid uit
game_message_continue_autosave,Hervatte opslagbestand:
---
---
Pokemon:
pokemon_name_Bulbasaur,Bulbasaur
pokemon_name_Ivysaur,Ivysaur
pokemon_name_Venusaur,Venusaur
pokemon_name_Charmander,Charmander
pokemon_name_Charmeleon,Charmeleon
pokemon_name_Charizard,Charizard
pokemon_name_Squirtle,Squirtle
pokemon_name_Wartortle,Wartortle
pokemon_name_Blastoise,Blastoise
pokemon_name_Caterpie,Caterpie
pokemon_name_Metapod,Metapod
pokemon_name_Butterfree,Butterfree
pokemon_name_Weedle,Weedle
pokemon_name_Kakuna,Kakuna
pokemon_name_Beedrill,Beedrill
pokemon_name_Pidgey,Pidgey
pokemon_name_Pidgeotto,Pidgeotto
pokemon_name_Pidgeot,Pidgeot
pokemon_name_Rattata,Rattata
pokemon_name_Raticate,Raticate
pokemon_name_Spearow,Spearow
pokemon_name_Fearow,Fearow
pokemon_name_Ekans,Ekans
pokemon_name_Arbok,Arbok
pokemon_name_Pikachu,Pikachu
pokemon_name_Raichu,Raichu
pokemon_name_Sandshrew,Sandshrew
pokemon_name_Sandshlash,Sandslash
pokemon_name_Nidoran,Nidoran
pokemon_name_Nidorina,Nidorina
pokemon_name_Nidoqueen,Nidoqueen
pokemon_name_Nidorino,Nidorino
pokemon_name_Nidoking,Nidoking
pokemon_name_Clefairy,Clefairy
pokemon_name_Clefable,Clefable
pokemon_name_Vulpix,Vulpix
pokemon_name_Ninetails,Ninetails
pokemon_name_Jigglypuff,Jigglypuff
pokemon_name_Wigglytuff,Wigglytuff
pokemon_name_Zubat,Zubat
pokemon_name_Golbat,Golbat
pokemon_name_Oddish,Oddish
pokemon_name_Gloom,Gloom
pokemon_name_Vileplume,Vileplume
pokemon_name_Paras,Paras
pokemon_name_Parasect,Parasect
pokemon_name_Venonat,Venonat
pokemon_name_Venomoth,Venomoth
pokemon_name_Diglett,Diglett
pokemon_name_Dugtrio,Dugtrio
pokemon_name_Meowth,Meowth
pokemon_name_Persian,Persian
pokemon_name_Psyduck,Psyduck
pokemon_name_Golduck,Golduck
pokemon_name_Mankey,Mankey
pokemon_name_Primeape,Primeape
pokemon_name_Growlithe,Growlithe
pokemon_name_Arcanine,Arcanine
pokemon_name_Poliwag,Poliwag
pokemon_name_Poliwhirl,Poliwhirl
pokemon_name_Poliwrath,Poliwrath
pokemon_name_Abra,Abra
pokemon_name_Kadabra,Kadabra
pokemon_name_Alakazam,Alakazam
pokemon_name_Machop,Machop
pokemon_name_Machoke,Machoke
pokemon_name_Machamp,Machamp
pokemon_name_Bellsprout,Bellsprout
pokemon_name_Weepinbell,Weepinbell
pokemon_name_Victreebel,Victreebel
pokemon_name_Tentacool,Tentacool
pokemon_name_Tentacruel,Tentacruel
pokemon_name_Geodude,Geodude
pokemon_name_Graveler,Graveler
pokemon_name_Golem,Golem
pokemon_name_Ponyta,Ponyta
pokemon_name_Rapidash,Rapidash
pokemon_name_Slowpoke,Slowpoke
pokemon_name_Slowbro,Slowbro
pokemon_name_Magnemite,Magnemite
pokemon_name_Magneton,Magneton
pokemon_name_Farfetch'd,Farfetch'd
pokemon_name_Doduo,Doduo
pokemon_name_Dodrio,Dodrio
pokemon_name_Seel,Seel
pokemon_name_Dewgong,Dewgong
pokemon_name_Grimer,Grimer
pokemon_name_Muk,Muk
pokemon_name_Shellder,Shellder
pokemon_name_Cloyster,Cloyster
pokemon_name_Gastly,Gastly
pokemon_name_Haunter,Haunter
pokemon_name_Gengar,Gengar
pokemon_name_Onix,Onix
pokemon_name_Drowzee,Drowzee
pokemon_name_Hypno,Hypno
pokemon_name_Krabby,Krabby
pokemon_name_Kingler,Kingler
pokemon_name_Voltorb,Voltorb
pokemon_name_Electrode,Electrode
pokemon_name_Exeggcute,Exeggcute
pokemon_name_Exeggutor,Exeggutor
pokemon_name_Cubone,Cubone
pokemon_name_Marowak,Marowak
pokemon_name_Hitmonlee,Hitmonlee
pokemon_name_Hitmonchan,Hitmonchan
pokemon_name_Lickitung,Lickitung
pokemon_name_Koffing,Koffing
pokemon_name_Weezing,Weezing
pokemon_name_Rhyhorn,Rhyhorn
pokemon_name_Rhydon,Rhydon
pokemon_name_Chansey,Chansey
pokemon_name_Tangela,Tangela
pokemon_name_Kangaskhan,Kangaskhan
pokemon_name_Horsea,Horsea
pokemon_name_Seedra,Seedra
pokemon_name_Goldeen,Goldeen
pokemon_name_Seaking,Seaking
pokemon_name_Staryu,Staryu
pokemon_name_Starmie,Starmie
pokemon_name_Mr. Mime,Mr. Mime
pokemon_name_Scyther,Scyther
pokemon_name_Jynx,Jynx
pokemon_name_Electabuzz,Electabuzz
pokemon_name_Magmar,Magmar
pokemon_name_Pinsir,Pinsir
pokemon_name_Tauros,Tauros
pokemon_name_Magikarp,Magikarp
pokemon_name_Gyarados,Gyarados
pokemon_name_Lapras,Lapras
pokemon_name_Ditto,Ditto
pokemon_name_Eevee,Eevee
pokemon_name_Vaporeon,Vaporeon
pokemon_name_Jolteon,Jolteon
pokemon_name_Flareon,Flareon
pokemon_name_Porygon,Porygon
pokemon_name_Omanyte,Omanyte
pokemon_name_Omastar,Omastar
pokemon_name_Kabuto,Kabuto
pokemon_name_Kabutops,Kabutops
pokemon_name_Aerodactyl,Aerodactyl
pokemon_name_Snorlax,Snorlax
pokemon_name_Articuno,Articuno
pokemon_name_Zapdos,Zapdos
pokemon_name_Moltres,Moltres
pokemon_name_Dratini,Dratini
pokemon_name_Dragonair,Dragonair
pokemon_name_Dragonite,Dragonite
pokemon_name_Mewtwo,Mewtwo
pokemon_name_Mew,Mew
pokemon_name_Chikorita,Chikorita
pokemon_name_Bayleef,Bayleef
pokemon_name_Meganium,Meganium
pokemon_name_Cyndaquil,Cyndaquil
pokemon_name_Quilava,Quilava
pokemon_name_Typhlosion,Typhlosion
pokemon_name_Totodile,Totodile
pokemon_name_Croconaw,Croconaw
pokemon_name_Feraligatr,Feraligatr
pokemon_name_Sentret,Sentret
pokemon_name_Furret,Furret
pokemon_name_Hoothoot,Hoothoot
pokemon_name_Noctowl,Noctowl
pokemon_name_Ledyba,Ledyba
pokemon_name_Ledian,Ledian
pokemon_name_Spinarak,Spinarak
pokemon_name_Ariados,Ariados
pokemon_name_Crobat,Crobat
pokemon_name_Chinchou,Chinchou
pokemon_name_Lanturn,Lanturn
pokemon_name_Pichu,Pichu
pokemon_name_Cleffa,Cleffa
pokemon_name_Igglybuff,Igglybuff
pokemon_name_Togepi,Togepi
pokemon_name_Togetic,Togetic
pokemon_name_Natu,Natu
pokemon_name_Xatu,Xatu
pokemon_name_Mareep,Mareep
pokemon_name_Flaaffy,Flaaffy
pokemon_name_Ampharos,Ampharos
pokemon_name_Bellossom,Bellossom
pokemon_name_Marill,Marill
pokemon_name_Azumarill,Azumarill
