language_name,Lietuviu kalba
Places_Route 215,215-sis MarÅ¡rutas
Places_Route 216,216-sis MarÅ¡rutas
Places_Route 217,217-sis MarÅ¡rutas
Places_Route 218,218-sis MarÅ¡rutas
Places_Route 219,219-sis MarÅ¡rutas
Places_Route 220,220-sis MarÅ¡rutas
Places_Route 221,221-sis MarÅ¡rutas
Places_Route 222,222-sis MarÅ¡rutas
Places_Route 223,223-sis MarÅ¡rutas
Places_Route 224,224-sis MarÅ¡rutas
Places_Route 225,225-sis MarÅ¡rutas
Places_Route 226,226-sis MarÅ¡rutas
Places_Route 227,227-sis MarÅ¡rutas
Places_Route 228,228-sis MarÅ¡rutas
Places_Route 229,229-sis MarÅ¡rutas
Places_Route 230,230-sis MarÅ¡rutas

Places_Treasure Beach,LobiÅ³ PaplÅ«dimys
Places_Kindle Road,Liepsnojantis Kelias
Places_Cape Brink,KyÅ¡ulio KraÅ¡tas
Places_Three Isle Port,TreÄiosios Salos Uostas
Places_Bond Bridge,RyÅ¡io Tiltas
Places_Five Isle Meadow,Penktosios Salos Pieva
Places_Memorial Pillar,Memorialinis Ramstis
Places_Water Labyrinth,Vandens Laberintas
Places_Resort Gorgeous,Puikus Kurortas
Places_Water Path,Vandens PerÄ—ja
Places_Grass Path,Å½olÄ—s PerÄ—ja
Places_Outcast Island,TremtiniÅ³ Sala
Places_Ruin Valley,PraÅ¾Å«ties SlÄ—nis
Places_Canyon Entrance,Kanjono Ä®Ä—jimas
Places_Sevault Canyon,Septynskliaustis Kanjonas
Places_Tanoby Ruins,Tanobio GriuvÄ—siai
Places_Safari Zone Gate,Safario Vartai
Places_S.S. Aqua,Garlaivis Akva
Places_Elite 4,Elitinis Ketvirtas
Places_Indigo Plateau,Indigo PlienaukÅ¡tÄ—
Places_Twirl Forest,Besisukantis MiÅ¡kas
Places_Berry Vista,Å iltnamis
Places_Battle Frontier,KovÅ³ Siena
Places_Battle Tower,KovÅ³ BokÅ¡tas
Places_Battle Factory,KovÅ³ Faktorius
Places_Rocket Warehouse,Raketos Komandos SandÄ—lis

---
Item categories:
item_category_Standard,Standartiniai Daiktai
item_category_Medicine,Medikamentai
item_category_Machines,Atakos
item_category_Pokéballs,Poke Rutuliai
item_category_Plants,Augalai
item_category_KeyItems,Raktiniai Daiktai
item_category_BattleItems,Kovos Daiktai
item_category_Mail,LaiÅ¡kai
---
GameMessages:
game_message_screenshot,Ekrano fotografija iÅ¡saugota kaip 
game_message_screenshot_failed,Negali nufotografuoti ekrano
game_message_fullscreen_on,Viso ekrano rÄ—Å¾imas Ä¯jungtas
game_message_fullscreen_off,Viso ekrano rÄ—Å¾imas iÅ¡jungtas
game_message_third_person_on,TreÄiojo asmens rÄ—Å¾imas Ä¯jungtas.
game_message_third_person_off,TreÄiojo asmens rÄ—Å¾imas iÅ¡jungtas.
game_message_free_camera_on,Laisvos kameros rÄ—Å¾imas Ä¯jungtas.
game_message_free_camera_off,Laisvos kameros rÄ—Å¾imas iÅ¡jungtas.
game_message_audio_on,Garso Ä¯jungta
game_message_audio_off,Garso iÅ¡jungta
game_message_continue_autosave,Continued save state:
---
Online:
game_message_close_connection,JÅ«s uÅ¾darÄ—te kooperatyvinÄ¯ Å¾aidimÄ….
game_message_disconncet,JÅ«s praradote ryÅ¡Ä¯ su serveriu.
game_message_cannot_connect_client_1,Negalite susijunkti su serveriu (
game_message_cannot_connect_client_2,)!
game_message_client_connect_1,JÅ«s prisijungite prie Å¾aidimo (
game_message_client_connect_2,)!
game_message_client_host_closed_1,Serveris (
game_message_client_host_closed_2,) uÅ¾darÄ— jungtÄ¯.
game_message_client_outdated_newer_version,JÅ«s turite pasenusÄ™ arba naujesnÄ™ Å¾aidimo versijÄ….
game_message_host_session_started,JÅ«s (host) pradÄ—jote kooperatyvinÄ™ sesijÄ….
game_message_host_outdated_newer_version,Klijanto Å¾aidimo versijÄ… netitinka serverio.
game_message_host_client_accept,Klijantas prisijungÄ— prie Å¾aidimo!
game_message_host_client_disconnect,Klijantas prarado ryÅ¡Ä¯! Kooperatyvi sesija buvo uÅ¾daryta.
---
General:
HP,GyvybÄ—s
PP,PP
Lv.,Lv.
Level,Lygis
Attack,Ataka
Defense,Gynyba
Special_Attack,Specialioji Ataka
Special_Defense,Specialiojo Gynyba
Speed,Greitis
---
Pokemon:
pokemon_name_Bulbasaur,Balbazauras
pokemon_name_Ivysaur,Avizauras
pokemon_name_Venusaur,Venuzauras
pokemon_name_Charmander,Å½avingasis
pokemon_name_Charmeleon,Å½avelijonas
pokemon_name_Charizard,Å½avizardas
pokemon_name_Squirtle,Å virkÅ¡lys
pokemon_name_Wartortle,KarvÄ—Å¾lys
pokemon_name_Blastoise,Blastoizas
pokemon_name_Caterpie,Katerpis
pokemon_name_Metapod,Metapodas
pokemon_name_Butterfree,Drugelaisvis
pokemon_name_Weedle,Vydla
pokemon_name_Kakuna,Kakuna
pokemon_name_Beedrill,BitrilÄ—
pokemon_name_Pidgey,PidÅ¾is
pokemon_name_Pidgeotto,PidÅ¾eototas
pokemon_name_Pidgeot,PidÅ¾eotas
pokemon_name_Rattata,Ratata
pokemon_name_Raticate,Ratikeitas
pokemon_name_Spearow,Å½eberklas
pokemon_name_Fearow,JieÄius
pokemon_name_Ekans,Ekansas
pokemon_name_Arbok,Arbokas
pokemon_name_Pikachu,PikaÄiu
pokemon_name_Raichu,RaiÄiu
pokemon_name_Sandshrew,SmÄ—lius
pokemon_name_Sandslash,Å½vyrius
pokemon_name_Nidoran,Nidoranas
pokemon_name_Nidorina,Nidorina
pokemon_name_Nidoqueen,Nidokvyna
pokemon_name_Nidorino,Nidorinas
pokemon_name_Nidoking,Nidokingas
pokemon_name_Clefairy,KlefÄ—ja
pokemon_name_Clefable,KlefablÄ—
pokemon_name_Vulpix,Vulpiksas
pokemon_name_Ninetales,DevinuodegÄ—
pokemon_name_Jigglypuff,DÅ¾iglipafas
pokemon_name_Wigglytuff,Viglitafas
pokemon_name_Zubat,Zubatas
pokemon_name_Golbat,Golbatas
pokemon_name_Oddish,OdiÅ¡as
pokemon_name_Gloom,GlÅ«mius
pokemon_name_Vileplume,Vilaplamas
pokemon_name_Paras,Paras
pokemon_name_Parasect,Parasektas
pokemon_name_Venonat,Venonatas
pokemon_name_Venomoth,Venomotas
pokemon_name_Diglett,Digletas
pokemon_name_Dugtrio,Dugtrijus
pokemon_name_Meowth,Miau
pokemon_name_Persian,Persijanas
pokemon_name_Psyduck,Psyantis
pokemon_name_Golduck,Auksantis
pokemon_name_Mankey,BeÅ¾dÅ¾ionÄ—
pokemon_name_Primeape,Puikioji BeÅ¾dÅ¾ionÄ—
pokemon_name_Growlithe,Graulitas
pokemon_name_Arcanine,Arkaninas
pokemon_name_Poliwag,Polivagas
pokemon_name_Poliwhirl,Polivirlas
pokemon_name_Poliwrath,Polivratas
pokemon_name_Abra,Abra
pokemon_name_Kadabra,Kadabra
pokemon_name_Alakazam,Alakazamas
pokemon_name_Machop,MaÄiopas
pokemon_name_Machoke,MaÄiokas
pokemon_name_Machamp,MaÄiampas
pokemon_name_Bellsprout,Belsprautas
pokemon_name_Weepinbell,Vipinbelas
pokemon_name_Victreebel,Viktribelas
pokemon_name_Tentacool,TentakÅ«las
pokemon_name_Tentacruel,TentakrÅ«las
pokemon_name_Geodude,GeodÅ«das
pokemon_name_Graveler,Graveleris
pokemon_name_Golem,Golemas
pokemon_name_Ponyta,Ponitas
pokemon_name_Rapidash,RapidaÅ¡as
pokemon_name_Slowpoke,LÄ—tapÄ—dis
pokemon_name_Slowbro,LÄ—Äius
pokemon_name_Magnemite,Magnemitas
pokemon_name_Magneton,Magnetonas
pokemon_name_Farfetch'd,FarfeÄas
pokemon_name_Doduo,Dodvijus
pokemon_name_Dodrio,Dodrijus
pokemon_name_Seel,Sylas
pokemon_name_Dewgong,Devgongas
pokemon_name_Grimer,Purvius
pokemon_name_Muk,Makas
pokemon_name_Shellder,Kriauklius
pokemon_name_Cloyster,Kriaukliaratis
pokemon_name_Gastly,Gaslis
pokemon_name_Haunter,Haunteris
pokemon_name_Gengar,Gengaras
pokemon_name_Onix,Oniksas
pokemon_name_Drowzee,Trauzius
pokemon_name_Hypno,Hipnas
pokemon_name_Krabby,Krabis
pokemon_name_Kingler,Kingleris
pokemon_name_Voltorb,Voltorbas
pokemon_name_Electrode,Elektrodas
pokemon_name_Exeggcute,Exeggcute
pokemon_name_Exeggutor,Exeggutor
pokemon_name_Cubone,Kauliukas
pokemon_name_Marowak,Marovakas
pokemon_name_Hitmonlee,Hitmonlis
pokemon_name_Hitmonchan,HitmonÄanas
pokemon_name_Lickitung,LaiÅ¾aleÅ¾uvis
pokemon_name_Koffing,Kofingas
pokemon_name_Weezing,Vyzingas
pokemon_name_Rhyhorn,Rhyhornas
pokemon_name_Rhydon,Rhydonas
pokemon_name_Chansey,Å ansÄ—
pokemon_name_Tangela,KrÅ«mius
pokemon_name_Kangaskhan,Kangaskhanas
pokemon_name_Horsea,HorsÄ—ja
pokemon_name_Seadra,JÅ«dra
pokemon_name_Goldeen,GoldynÄ—
pokemon_name_Seaking,Sykingas
pokemon_name_Staryu,Starijus
pokemon_name_Starmie,Starmis
pokemon_name_Mr. Mime,Ponas Mimas
pokemon_name_Scyther,Skaiferis
pokemon_name_Jynx,DÅ¾ingsas
pokemon_name_Electabuzz,Elektobazas
pokemon_name_Magmar,Magmaras
pokemon_name_Pinsir,Pinsiras
pokemon_name_Tauros,Tauras
pokemon_name_Magikarp,MadÅ¾ikarpis
pokemon_name_Gyarados,Giearadas
pokemon_name_Lapras,Laprasas
pokemon_name_Ditto,Ditas
pokemon_name_Eevee,Ä®vis
pokemon_name_Vaporeon,Vaporeonas
pokemon_name_Jolteon,DÅ¾iolteonas
pokemon_name_Flareon,Flareonas
pokemon_name_Porygon,Porygonas
pokemon_name_Omanyte,Omanitas
pokemon_name_Omastar,Omastaras
pokemon_name_Kabuto,Kabutas
pokemon_name_Kabutops,Kabutopsas
pokemon_name_Aerodactyl,Aerodaktilis
pokemon_name_Snorlax,Knarklius
pokemon_name_Articuno,ArtikÅ«nas
pokemon_name_Zapdos,Zaptosas
pokemon_name_Moltres,Moltresas
pokemon_name_Dratini,Dratinis
pokemon_name_Dragonair,Dragoneris
pokemon_name_Dragonite,Dragonitas
pokemon_name_Mewtwo,Mewtwo
pokemon_name_Mew,Mew
pokemon_name_Chikorita,ÄŒikorita
pokemon_name_Bayleef,Beilapas
pokemon_name_Meganium,Meganiumas
pokemon_name_Cyndaquil,Sindakvilas
pokemon_name_Quilava,Kvilava
pokemon_name_Typhlosion,Typhlosionas
pokemon_name_Totodile,Totodailas
pokemon_name_Croconaw,Krokonavas
pokemon_name_Feraligatr,Feraligatorius
pokemon_name_Sentret,Sentritas
pokemon_name_Furret,Furetas
pokemon_name_Hoothoot,ÅªÅ«tas
pokemon_name_Noctowl,Naktaulas
pokemon_name_Ledyba,Ledyba
pokemon_name_Ledian,Ledijana
pokemon_name_Spinarak,Spinarakas
pokemon_name_Ariados,Arijada
pokemon_name_Crobat,Krobatas
pokemon_name_Chinchou,Chinchou
pokemon_name_Lanturn,Lanturnas
pokemon_name_Pichu,PiÄiu
pokemon_name_Cleffa,Klefa
pokemon_name_Igglybuff,Iglibufas
pokemon_name_Togepi,Togepis
pokemon_name_Togetic,Togetikas
pokemon_name_Natu,Natu
pokemon_name_Xatu,Ksatu
pokemon_name_Mareep,Marypas
pokemon_name_Flaaffy,Flafis
pokemon_name_Ampharos,Amfara
pokemon_name_Bellossom,Å½iedelÄ—
pokemon_name_Marill,MarilÄ—
pokemon_name_Azumarill,AzumarilÄ—
pokemon_name_Sudowoodo,Sadomedis
pokemon_name_Politoed,Politodas
pokemon_name_Hoppip,Hopipas
pokemon_name_Skiploom,Skiploom
pokemon_name_Jumpluff,DÅ¾umplafas
pokemon_name_Aipom,Aipomas
pokemon_name_Sunkern,SaulelÄ—
pokemon_name_Sunflora,SaulagÄ—lÄ—
pokemon_name_Yanma,Yanma
pokemon_name_Wooper,Vuperis
pokemon_name_Quagsire,Kvaksiras
pokemon_name_Espeon,Espeonas
pokemon_name_Umbreon,Umbreonas
pokemon_name_Murkrow,Murkraunas
pokemon_name_Slowking,LÄ—takaralius
pokemon_name_Misdreavus,Misdreavus
pokemon_name_Unown,Å½enklas
pokemon_name_Wobbuffet,Vobofetas
pokemon_name_Girafarig,Å½irafarigas
pokemon_name_Pineco,KonkorÄ—Å¾ius
pokemon_name_Forretress,Foretresas
pokemon_name_Dunsparce,Dansparsas
pokemon_name_Gligar,Gligaras
pokemon_name_Steelix,Plieniksas
pokemon_name_Snubbull,SnobulÄ—
pokemon_name_Granbull,GranbulÄ—
pokemon_name_Qwilfish,KvilaÅ¾uvÄ—
pokemon_name_Scizor,Å½irklius
pokemon_name_Shuckle,Shuckle
pokemon_name_Heracross,Herakrosas
pokemon_name_Sneasel,Sneasel
pokemon_name_Teddiursa,TedimeÅ¡kis
pokemon_name_Ursaring,Lokingas
pokemon_name_Slugma,Slugma
pokemon_name_Magcargo,Makargas
pokemon_name_Swinub,Svinubas
pokemon_name_Piloswine,Pilosvinas
pokemon_name_Corsola,Korsola
pokemon_name_Remoraid,Remoraidas
pokemon_name_Octillery,Oktileris
pokemon_name_Delibird,Delibirdas
pokemon_name_Mantine,Mantine
pokemon_name_Skarmory,Skarmoris
pokemon_name_Houndour,HoundÅ«ras
pokemon_name_Houndoom,HaundÅ«mas
pokemon_name_Kingdra,Kingdra
pokemon_name_Phanpy,Phampis
pokemon_name_Donphan,Donfanas
pokemon_name_Porygon2,Porygonas2
pokemon_name_Stantler,Stantleris
pokemon_name_Smeargle,Smeargle
pokemon_name_Tyrogue,Tyrogue
pokemon_name_Hitmontop,Hitmontopas
pokemon_name_Smoochum,Smoochum
pokemon_name_Elekid,Elekidas
pokemon_name_Magby,Magbis
pokemon_name_Miltank,Pienelis
pokemon_name_Blissey,NevÄ—kÅ¡la
pokemon_name_Raikou,Raikou
pokemon_name_Entei,EntÄ—jus
pokemon_name_Suicune,Suicune
pokemon_name_Larvitar,Larvitaras
pokemon_name_Pupitar,Pupitaras
pokemon_name_Tyranitar,Tyranitaras
pokemon_name_Lugia,Lugija
pokemon_name_Ho-Oh,Ho-Oh
pokemon_name_Celebi,Celebis
pokemon_name_Treecko,Trykas
pokemon_name_Grovyle,Grovailas
pokemon_name_Sceptile,Skeptilijus
pokemon_name_Torchic,TorÄikas
pokemon_name_Combusken,KombuÅ¡kenas
pokemon_name_Blaziken,KarÅ¡tuolis
pokemon_name_Mudkip,Madkipas
pokemon_name_Marshtomp,MarÅ¡tompas
pokemon_name_Swampert,Svampertas
pokemon_name_Poochyena,PuÄihiena
pokemon_name_Mightyena,Maitiena
pokemon_name_Zigzagoon,ZigzagÅ«nas
pokemon_name_Linoone,LinÅ«nas
pokemon_name_Wurmple,Kirmius
pokemon_name_Silcoon,Å ilkÅ«nas
pokemon_name_Beautifly,GraÅ¾uolis
pokemon_name_Cascoon,KaskÅ«nas
pokemon_name_Dustox,Dustoksas
pokemon_name_Lotad,PlÅ«dÅ¾ius
pokemon_name_Lombre,Lombrius
pokemon_name_Ludicolo,Ludikolas
pokemon_name_Seedot,Gilius
pokemon_name_Nuzleaf,Nuzlyfas
pokemon_name_Shiftry,Å riftris
pokemon_name_Taillow,Uodegutis
pokemon_name_Swellow,Svelovas
pokemon_name_Wingull,Vingulas
pokemon_name_Pelipper,Peliperis
pokemon_name_Ralts,RaltsÄ—
pokemon_name_Kirlia,Kirija
pokemon_name_Gardevoir,Gardevorija
pokemon_name_Surskit,Surskitas
pokemon_name_Masquerain,Maskiurinas
pokemon_name_Shroomish,Grybius
pokemon_name_Breloom,BrelÅ«mas
pokemon_name_Slakoth,TinginÄ—lis
pokemon_name_Vigoroth,Vigorotas
pokemon_name_Slaking,Tinginys
pokemon_name_Nincada,Ninkada
pokemon_name_Whismur,ViÅ¡muras
pokemon_name_Loudred,RÄ—ksnius
pokemon_name_Exploud,Eksplaudas
pokemon_name_Makuhita,Makuhita
pokemon_name_Hariyama,Harijama
pokemon_name_Azurill,AzurilÄ—
pokemon_name_Nosepass,Nosius
pokemon_name_Skitty,SkitÄ—
pokemon_name_Delcatty,DelikitÄ—
pokemon_name_Aron,Aronas
pokemon_name_Lairon,Laironas
pokemon_name_Aggron,Agronas
pokemon_name_Meditite,Medititas
pokemon_name_Medicham,MediÄampas
pokemon_name_Roselia,Rozelija
pokemon_name_Numel,Numelis
pokemon_name_Camerupt,Kameruptas
pokemon_name_Spoink,Spoinkas
pokemon_name_Grumpig,Grumpigas
pokemon_name_Spinda,Spinda
pokemon_name_Trapinch,SpÄ…sÄius
pokemon_name_Vibrava,Vibrius
pokemon_name_Flygon,Flaigonas
pokemon_name_Cacnea,KasnÄ—ja
pokemon_name_Cacturne,Kakturena
pokemon_name_Altaria,Altarija
pokemon_name_Zangoose,ZangÅ«sas
pokemon_name_Corphish,KorfiÅ¡as
pokemon_name_Crawdaunt,Kravdauntas
pokemon_name_Feebas,Fybas
pokemon_name_Milotic,Milotika
pokemon_name_Kacleon,Kakleonas
pokemon_name_Dusclops,Vienaakis
pokemon_name_Tropius,Tropius
pokemon_name_Absol,Absolas
pokemon_name_Wynaut,Vinautas
pokemon_name_Snorunt,Snorantas
pokemon_name_Glalie,GlalÄ—jus
pokemon_name_Spheal,SpgydÅ¾ius
pokemon_name_Sealeo,JÅ«rliÅ«tas
pokemon_name_Walrein,Valreinas
pokemon_name_Clamperl,GnybtperlÄ—
pokemon_name_Relicanth,Relikantas
pokemon_name_Bagon,Bagonas
pokemon_name_Shelgon,Å elgonas
pokemon_name_Salamence,Salamancas
pokemon_name_Beldum,Beldumas
pokemon_name_Metang,Metangas
pokemon_name_Metagross,Metagrosas
pokemon_name_Latias,Latija
pokemon_name_Latios,Latijus
pokemon_name_Jirachi,DÅ¾iraÄis
pokemon_name_Turtwig,Turtvigas
pokemon_name_Grotle,Grotlas
pokemon_name_Torterra,Tortera
pokemon_name_Chimchar,ÄŒimÄaras
pokemon_name_Monferno,Monfernas
pokemon_name_Infernape,Inferneipas
pokemon_name_Piplup,Piplupas
pokemon_name_Prinplup,Prinplupas
pokemon_name_Empoleon,Empoleonas
pokemon_name_Starly,Starlis
pokemon_name_Staravia,Staravija
pokemon_name_Staraptor,Staraptorius
pokemon_name_Shinx,Å inksas
pokemon_name_Luxio,Luksijus
pokemon_name_Luxray,LuksrÄ—jus
pokemon_name_Budew,DaigelÄ—
pokemon_name_Roserade,RoÅ¾Ä—radÄ—
pokemon_name_Floatzel,Floatzelis
pokemon_name_Ambipom,Ambipomas
pokemon_name_Chingling,ÄŒinglingas
pokemon_name_Stunky,SmirdÅ¾ius
pokemon_name_Skuntank,Skuntankas
pokemon_name_Bronzor,Bronzius
pokemon_name_Bronzong,Bronzongas
pokemon_name_Mime Jr.,Mimas Jaunesnysis
pokemon_name_Gible,Giblas
pokemon_name_Gabite,Gabitas
pokemon_name_Riolu,Riolas
pokemon_name_Lucario,Lukarijus
pokemon_name_Skorupi,Skorupis
pokemon_name_Drapion,Drapijonas
pokemon_name_Electivire,ElektrolaidÅ¾ius
pokemon_name_Magmortar,Magmortaras
pokemon_name_Togekiss,Togekis
pokemon_name_Leafeon,Lyfeonas
pokemon_name_Glaceon,Glaceonas
pokemon_name_Mamoswine,Mamosvinas
pokemon_name_Gallade,Galadas
pokemon_name_Probopass,ApÅ¾eltanosius
pokemon_name_Froslass,Å altukÄ—
pokemon_name_Rotom,Rotomas
pokemon_name_Snivy,Å naivÄ—
pokemon_name_Servine,Servina
pokemon_name_Serperior,Serpiriora
pokemon_name_Tepig,Tepigas
pokemon_name_Pignite,Pignitas
pokemon_name_Emboar,EmoÅ¡ernis
pokemon_name_Oshawott,OÅ¡avotas
pokemon_name_Dewott,Devotas
pokemon_name_Samurott,Samurotas
pokemon_name_Pidove,Pidovas
pokemon_name_Tranquill,Trankvilas
pokemon_name_Unfezant,Unfezantas
pokemon_name_Blitzle,BlitslÄ—
pokemon_name_Zebstrika,Zebstrika
pokemon_name_Roggenrola,Rogenrolas
pokemon_name_Boldore,Boldoras
pokemon_name_Gigalith,Gigalitas
pokemon_name_Excadrill,Ekskadrilis
pokemon_name_Leavanny,Lyvanyja
pokemon_name_Basculin,Baskulinas
pokemon_name_Sandile,SmÄ—ldilis
pokemon_name_Krokorok,Krokorokas
pokemon_name_Krookodile,Krokodilis
pokemon_name_Darumaka,Darumakas
pokemon_name_Darmanitan,Darmanitanas
pokemon_name_Maractus,MaraktusÄ—
pokemon_name_Dwebble,Dveblas
pokemon_name_Crustle,Pilius
pokemon_name_Scraggy,Skregis
pokemon_name_Scrafty,Skraftis
pokemon_name_Trubbish,Å iukÅ¡lius
pokemon_name_Garbodor,Å iukÅ¡lÄ—nas
pokemon_name_Axew,Kirvius
pokemon_name_Durant,Durantas
pokemon_name_Deino,Deinas
pokemon_name_Larvesta,Larvesta
pokemon_name_Volcarona,Volkarona
pokemon_name_Meloetta,Melodita
pokemon_name_Chespin,ÄŒespinas
pokemon_name_Quilladin,Kviladinas
pokemon_name_Chesnaught,RieÅ¡utkietis
pokemon_name_Fennekin,FenekinÄ—
pokemon_name_Braixen,Braiksena
pokemon_name_Delphox,DelfoksÄ—
pokemon_name_Froakie,Varlius
pokemon_name_Frogadier,VarlÄ—nas
pokemon_name_Greninja,GrenindzÄ—
pokemon_name_Fletchling,FleÄlingas
pokemon_name_Fletchinder,FleÄinderis
pokemon_name_Talonflame,Talonliepsnius
pokemon_name_Vivillon,Vivilijona
pokemon_name_Pancham,PandÅ¾ius
pokemon_name_Inkay,Inkis
pokemon_name_Malamar,Malamaras
pokemon_name_Sylveon,Silveonas
pokemon_name_Klefki,RaktÄius
pokemon_name_Noibat,Noibatas
pokemon_name_Noivern,Noivernas
pokemon_name_Litten,MaÄiukas
pokemon_name_Tsareena,Carina
-----------------------------------------------------------------------------------------------------------------------------------------------------------------
Story translation:
---
New Bark Town:
---
barktown.dat:
---
barktown_player_house,<playername>'s House
